id,text,target,username
133,Bireysel bankacılık ve sicil affı kanunu dahilinde 07.10.2022 de yürürlüğe giren kanun ile madde tarihli ve 5411 sayılı kanunun 1. Maddesi uyarınca karşılıksız çek ve protestolu senetler ile kredi ve kredi kartları borçlarına ilişkin kayıtların dikkate alınmaması hakkında kanuna aşağıdaki geçici mad...,Kart İşlemleri,elif
134,Findeks sürekli ödemelerim düzenli olmasına rağmen yükselteceği yerde puanımı düşürüyor. Çalışıyorum çalıştığım halde bankalardan kredi alamıyorum. Kredi notum düzelsin diye uğraşıyorum yükseleceğine düşüyor mağdur durumdayım şu an sizin yüzünüzden. Acil çözüm istiyorum.,Müşteri Temsilcisi,elif
135,,Bankacılık İşlemleri,elif
136,Halkbank'ndan 50000 TL kredi başvurusu yaptım onaylandı diye mesaj geldi. Fakat banka şubesine gittiğimde kullandırım esnasında beklemede diye hata veriyor. Onaylandı diyor fakat değerlendirmede diyor. Bir an önce çözülmesini bekliyorum. Halkbank beni duysun.,Kart İşlemleri,elif
137,Anında bankacılık talimatı olmadığınızdan şubenize başvurun diye bir yazı çıkıyor iş cebe giremiyorum telefonumdan bunun Sorunun ne olduğunu öğrenmek istiyorum. İşCep e giriş yapamıyorum sorunu nasıl giderilir hakkında bir bilgi verebilir misiniz. Anında bankacılık talimatı olmanıza şubenize başvuru...,Diğer,elif
138,Ziraat kartım 27.10 2022 de kargoya verilmiş gözüküyor ama hala kartım gelmedi acil bir işimiz oluyor. Bir şeyler yapamıyoruz biraz ilgilenin ne numaraları ne bir yerleri şubeleri var gidip kendimiz alalım ama yok ne yapıyorlar ne zaman teslim tarihleri ilgilenin biraz arz ederim,Bankacılık İşlemleri,elif
140,"Sattığım aracın HGS için kredi kartıma talimat oluşturdum ancak talimatı iptal etmeme rağmen kredi kartı yatırdığım tutar tarafıma ödenmedi 

İş Bankası tarafıma dönüş yaparak iade yi gerçekleştirmesini talep ediyorum.

İş Bankasına 2 ay önce bildirim yapıldı",Kart İşlemleri,umit
141,"İş Bankası Yıllık Üyelik Aidatı
Hülya Ş---a---.

Sonu 5804 ile biten İş Bankası kredi kartımın 05/09/2022 tarihli yıllık üyelik ücreti ve BSMV adı altında toplam 339,15 TL olarak hesabıma borç yansıtılmıştır. Kaç yıldır kullandığım kredi kartından hiçbir zaman üyelik ücreti alınmazken herhangi bir s...",Bankacılık İşlemleri,elif
142,Denizbank hesabımdan 30.10.2022 tarihinde 16.36'da Nesine hesabıma para gönderdim 48 saat oldu hala Nesine hesabımda para yok. Bankayı arıyorum para Nesine kurumuna aktarımı yapılmış diyor Nesine ile görüşüyorum para Denizbank'tan tarafımıza daha gönderilmemiş diyor resmen insanla dalga geçiyorlar h...,Bankacılık İşlemleri,umit
143,Yaklaşık 75 gün önce Konya İş Bankası yeni Toptancılar şubesinden babaannemin maaş aktarım işlemini yaptık. Maaşı çekebilmek için ATM kartı istediğimiz zaman hep ileri tarihe atıldık. 2.5 ayı geçmesine rağmen hala kart gelmedi yaşlı ve hasta olan babaannem ile her ay gidip elden çekmek zorunda kalıy...,Kart İşlemleri,ayça
144,"Sağlam bankacılık dediler güvendik, Kuveyt Türk dışında başka bankaya yönelmedik. Kuveyt'in bize yaptığına bak güya özel kur tanımlanmış hesabıma ama banka kuru özel kurdan daha düşük resmen dalga geçiyorlar. Normal kur tanımlatmadan alsam daha kardayım. Daha önce dikkat etmeden alım yaptım toplamda...",Kart İşlemleri,elif
145,Bundan 3 sene evvel Halkbank'tan konut kredisi kullandım. O süreçte bana zorunlu olması dolayısıyla DASK yaptırdım. Özel konut sigortasın da isteğe ba...,Bankacılık İşlemleri,ayça
147,Merhaba fiba şifresini unuttu babam anahtar kelimeyi de unutmuş çipli kimlik kartı yok arıyoruz müşteri hizmetlerini hiçbir şeye yardımcı olmuyorlar adam bankaya gelmiyor inat etti kredimizi ödeyemiyoruz acil yardım edin lütfen acil bize kızıyor teşekkürler,Kart İşlemleri,elif
154,TEB Bankası'ndan yolladığım para hala Payfix hesabıma geçmedi lütfen yetkililerin yardim etmesini istiyorum Payfix numaram 1226906937 saat 00.24 civarında yolladım size dekontu yolluyorum lütfen bir an önce çözümlerseniz çok mutlu olurum şimdiden teşekkürler,Kart İşlemleri,elif
403,3 ay önce kur korumalı mevduat hesabi açmadım kur farkım yatmadı ve mağdur oldum. Lütfen hesabıma kur farkının yatırılmasını talep ediyorum. Üzgün olarak tep şubesinden ayrılmak zorunda kalacağım. 17.16 larda olan kur şu an 18 i qşti fakat kur farkım yatmadı,Kredi İşlemleri,elif
5269,Bugün 12. 15 de Ziraat Bankası kartımdan havale EFT yoluyla İninal hesabıma 150 TL yolladım. Ziraat banka dekontu var. Karttan para da çıkmış ama 3 sa...,Kredi İşlemleri,umit
